12:29:32.055PM INFO  com.library.aspect.LoggingAspect - Aspect is initialized
12:29:38.717PM INFO  c.l.controller.AuthorController - Counter : 1457
12:29:38.717PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.717PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.717PM INFO  c.l.controller.AuthorController - Counter : 1458
12:29:38.717PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.717PM INFO  c.l.controller.AuthorController - Counter : 1459
12:29:38.717PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.718PM INFO  c.l.controller.AuthorController - Counter : 1460
12:29:38.718PM INFO  c.l.controller.AuthorController - Counter : 1461
12:29:38.718PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.718PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.718PM INFO  c.l.controller.AuthorController - Counter : 1462
12:29:38.718PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.718PM INFO  c.l.controller.AuthorController - Counter : 1463
12:29:38.718PM INFO  c.l.controller.AuthorController - Counter : 1464
12:29:38.718PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.718PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.718PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.718PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.718PM INFO  c.l.controller.AuthorController - Counter : 1465
12:29:38.718PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.719PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.719PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.719PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.719PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.719PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.719PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.720PM INFO  c.l.controller.AuthorController - Counter : 1466
12:29:38.720PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.720PM INFO  c.l.controller.AuthorController - Counter : 1467
12:29:38.720PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.720PM INFO  c.l.controller.AuthorController - Counter : 1468
12:29:38.720PM INFO  c.l.controller.AuthorController - Counter : 1469
12:29:38.720PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.720PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.721PM INFO  c.l.controller.AuthorController - Counter : 1470
12:29:38.721PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.721PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.721PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.721PM INFO  c.l.controller.AuthorController - Counter : 1471
12:29:38.721PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.721PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.721PM INFO  c.l.controller.AuthorController - Counter : 1472
12:29:38.722PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.722PM INFO  c.l.controller.AuthorController - Counter : 1473
12:29:38.722PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.722PM INFO  c.l.controller.AuthorController - Counter : 1474
12:29:38.722PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.722PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.722PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.722PM INFO  c.l.controller.AuthorController - Counter : 1475
12:29:38.722PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.722PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.722PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.722PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.723PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.723PM INFO  c.l.controller.AuthorController - Counter : 1476
12:29:38.723PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.723PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.724PM INFO  c.l.controller.AuthorController - Counter : 1477
12:29:38.724PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.724PM INFO  c.l.controller.AuthorController - Counter : 1478
12:29:38.724PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.724PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.724PM INFO  c.l.controller.AuthorController - Counter : 1479
12:29:38.724PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.725PM INFO  c.l.controller.AuthorController - Counter : 1480
12:29:38.725PM INFO  c.l.controller.AuthorController - Counter : 1481
12:29:38.725PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.725PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.725PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.725PM INFO  c.l.controller.AuthorController - Counter : 1482
12:29:38.725PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.725PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.725PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.725PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.725PM INFO  c.l.controller.AuthorController - Counter : 1483
12:29:38.726PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.726PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.726PM INFO  c.l.controller.AuthorController - Counter : 1484
12:29:38.726PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.726PM INFO  c.l.controller.AuthorController - Counter : 1485
12:29:38.726PM INFO  c.l.controller.AuthorController - Counter : 1486
12:29:38.726PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.726PM INFO  c.l.controller.AuthorController - Counter : 1487
12:29:38.726PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.727PM INFO  c.l.controller.AuthorController - Counter : 1488
12:29:38.727PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.727PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.727PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.727PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.727PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.727PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.727PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.727PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.727PM INFO  c.l.controller.AuthorController - Counter : 1489
12:29:38.727PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.727PM INFO  c.l.controller.AuthorController - Counter : 1490
12:29:38.727PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.729PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.729PM INFO  c.l.controller.AuthorController - Counter : 1491
12:29:38.729PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.729PM INFO  c.l.controller.AuthorController - Counter : 1492
12:29:38.729PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.729PM INFO  c.l.controller.AuthorController - Counter : 1493
12:29:38.729PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.729PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.729PM INFO  c.l.controller.AuthorController - Counter : 1494
12:29:38.729PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.729PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.729PM INFO  c.l.controller.AuthorController - Counter : 1495
12:29:38.729PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.729PM INFO  c.l.controller.AuthorController - Counter : 1496
12:29:38.729PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.729PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.729PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.730PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.730PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.730PM INFO  c.l.controller.AuthorController - Counter : 1497
12:29:38.730PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.730PM INFO  c.l.controller.AuthorController - Counter : 1498
12:29:38.731PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.731PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.731PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.731PM INFO  c.l.controller.AuthorController - Counter : 1499
12:29:38.731PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.731PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.731PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.731PM INFO  c.l.controller.AuthorController - Counter : 1500
12:29:38.731PM INFO  c.l.controller.AuthorController - Counter : 1501
12:29:38.732PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.732PM INFO  c.l.controller.AuthorController - Counter : 1502
12:29:38.732PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.732PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.732PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.732PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.732PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.732PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.732PM INFO  c.l.controller.AuthorController - Counter : 1503
12:29:38.733PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.733PM INFO  c.l.controller.AuthorController - Counter : 1504
12:29:38.733PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.733PM INFO  c.l.controller.AuthorController - Counter : 1505
12:29:38.733PM INFO  c.l.controller.AuthorController - Counter : 1506
12:29:38.733PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.733PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.733PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.733PM INFO  c.l.controller.AuthorController - Counter : 1507
12:29:38.733PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.733PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.734PM INFO  c.l.controller.AuthorController - Counter : 1508
12:29:38.734PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.734PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.734PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.734PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.734PM INFO  c.l.controller.AuthorController - Counter : 1509
12:29:38.735PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.735PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.735PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.735PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.736PM INFO  c.l.controller.AuthorController - Counter : 1510
12:29:38.736PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.736PM INFO  c.l.controller.AuthorController - Counter : 1511
12:29:38.736PM INFO  c.l.controller.AuthorController - Counter : 1512
12:29:38.736PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.736PM INFO  c.l.controller.AuthorController - Counter : 1513
12:29:38.736PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.736PM INFO  c.l.controller.AuthorController - Counter : 1514
12:29:38.736PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.737PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.737PM INFO  c.l.controller.AuthorController - Counter : 1515
12:29:38.736PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.737PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.737PM INFO  c.l.controller.AuthorController - Counter : 1516
12:29:38.737PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.737PM INFO  c.l.controller.AuthorController - Counter : 1517
12:29:38.737PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.737PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.737PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.737PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.738PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.738PM INFO  c.l.controller.AuthorController - Counter : 1518
12:29:38.738PM INFO  c.l.controller.AuthorController - Counter : 1519
12:29:38.738PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.739PM INFO  c.l.controller.AuthorController - Counter : 1520
12:29:38.739PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.739PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.739PM INFO  c.l.controller.AuthorController - Counter : 1521
12:29:38.739PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.739PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.739PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.739PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.739PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.739PM INFO  c.l.controller.AuthorController - Counter : 1522
12:29:38.739PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.739PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.740PM INFO  c.l.controller.AuthorController - Counter : 1523
12:29:38.740PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.740PM INFO  c.l.controller.AuthorController - Counter : 1524
12:29:38.740PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.740PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.740PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.741PM INFO  c.l.controller.AuthorController - Counter : 1525
12:29:38.741PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.741PM INFO  c.l.controller.AuthorController - Counter : 1526
12:29:38.741PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.741PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.741PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.741PM INFO  c.l.controller.AuthorController - Counter : 1527
12:29:38.741PM INFO  c.l.controller.AuthorController - Counter : 1528
12:29:38.741PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.741PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.741PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.741PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.741PM INFO  c.l.controller.AuthorController - Counter : 1529
12:29:38.742PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.742PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.742PM INFO  c.l.controller.AuthorController - Counter : 1530
12:29:38.742PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.742PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.742PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.742PM INFO  c.l.controller.AuthorController - Counter : 1531
12:29:38.742PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.743PM INFO  c.l.controller.AuthorController - Counter : 1532
12:29:38.743PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.743PM INFO  c.l.controller.AuthorController - Counter : 1533
12:29:38.743PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.743PM INFO  c.l.controller.AuthorController - Counter : 1534
12:29:38.743PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.743PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.743PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.743PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.743PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.743PM INFO  c.l.controller.AuthorController - Counter : 1535
12:29:38.743PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.744PM INFO  c.l.controller.AuthorController - Counter : 1536
12:29:38.744PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.744PM INFO  c.l.controller.AuthorController - Counter : 1537
12:29:38.744PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.744PM INFO  c.l.controller.AuthorController - Counter : 1538
12:29:38.744PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.744PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.744PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.744PM INFO  c.l.controller.AuthorController - Counter : 1539
12:29:38.744PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.744PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.744PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.745PM INFO  c.l.controller.AuthorController - Counter : 1540
12:29:38.745PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.745PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.745PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.745PM INFO  c.l.controller.AuthorController - Counter : 1541
12:29:38.746PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.746PM INFO  c.l.controller.AuthorController - Counter : 1542
12:29:38.746PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.746PM INFO  c.l.controller.AuthorController - Counter : 1543
12:29:38.746PM INFO  c.l.controller.AuthorController - Counter : 1544
12:29:38.746PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.746PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.746PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.746PM INFO  c.l.controller.AuthorController - Counter : 1545
12:29:38.746PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.746PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.747PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.747PM INFO  c.l.controller.AuthorController - Counter : 1546
12:29:38.747PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.747PM INFO  c.l.controller.AuthorController - Counter : 1547
12:29:38.747PM INFO  c.l.controller.AuthorController - Counter : 1548
12:29:38.748PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.748PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.748PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.748PM INFO  c.l.controller.AuthorController - Counter : 1549
12:29:38.748PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.748PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.748PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.748PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.747PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.748PM INFO  c.l.controller.AuthorController - Counter : 1550
12:29:38.749PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.749PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.749PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.749PM INFO  c.l.controller.AuthorController - Counter : 1551
12:29:38.749PM INFO  c.l.controller.AuthorController - Counter : 1552
12:29:38.749PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.749PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.749PM INFO  c.l.controller.AuthorController - Counter : 1553
12:29:38.750PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.749PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.750PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.749PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.750PM INFO  c.l.controller.AuthorController - Counter : 1554
12:29:38.750PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.750PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.750PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.750PM INFO  c.l.controller.AuthorController - Counter : 1555
12:29:38.751PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.751PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.751PM INFO  c.l.controller.AuthorController - Counter : 1556
12:29:38.751PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.752PM INFO  c.l.controller.AuthorController - Counter : 1557
12:29:38.752PM INFO  c.l.controller.AuthorController - Counter : 1558
12:29:38.752PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.752PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.752PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.752PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.752PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.752PM INFO  c.l.controller.AuthorController - Counter : 1559
12:29:38.752PM INFO  c.l.controller.AuthorController - Counter : 1560
12:29:38.752PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.753PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.753PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.753PM INFO  c.l.controller.AuthorController - Counter : 1561
12:29:38.753PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.753PM INFO  c.l.controller.AuthorController - Counter : 1562
12:29:38.753PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.753PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.753PM INFO  c.l.controller.AuthorController - Counter : 1563
12:29:38.754PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.754PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.754PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.754PM INFO  c.l.controller.AuthorController - Counter : 1564
12:29:38.754PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.754PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.754PM INFO  c.l.controller.AuthorController - Counter : 1565
12:29:38.754PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.754PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.754PM INFO  c.l.controller.AuthorController - Counter : 1566
12:29:38.755PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.755PM INFO  c.l.controller.AuthorController - Counter : 1567
12:29:38.755PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.755PM INFO  c.l.controller.AuthorController - Counter : 1568
12:29:38.755PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.755PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.755PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.755PM INFO  c.l.controller.AuthorController - Counter : 1569
12:29:38.755PM INFO  c.l.controller.AuthorController - Counter : 1570
12:29:38.755PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.755PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.755PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.755PM INFO  c.l.controller.AuthorController - Counter : 1571
12:29:38.756PM INFO  c.l.controller.AuthorController - Counter : 1572
12:29:38.756PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.756PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.756PM INFO  c.l.controller.AuthorController - Counter : 1573
12:29:38.756PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.756PM INFO  com.library.aspect.LoggingAspect - Method: getAllAuthors(), args: []
12:29:38.756PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.756PM INFO  com.library.aspect.LoggingAspect - Method:getAllAuthors()
12:29:38.756PM INFO  c.l.controller.AuthorController - Counter : 1574
